# Time Series: 1 Hz sine wave 
 # Time (s),Acceleration (g)
1.709773845671173476e+01,5.762304134986940829e-01
1.710774884222503189e+01,6.264621115691744180e-01
1.711775922773832903e+01,6.742163135708940658e-01
1.712776961325162617e+01,7.193041639521103869e-01
1.713777999876492686e+01,7.615473518940214515e-01
1.714779038427822400e+01,8.007788164840238254e-01
1.715780076979152113e+01,8.368434073985908661e-01
1.716781115530481827e+01,8.695984984827448416e-01
1.717782154081811541e+01,8.989145517997227941e-01
1.718783192633141255e+01,9.246756299200991069e-01
1.719784231184470968e+01,9.467798544244381276e-01
1.720785269735800682e+01,9.651398088061308167e-01
1.721786308287130396e+01,9.796828841811547894e-01
1.722787346838460110e+01,9.903515664374769045e-01
1.723788385389789823e+01,9.971036636885316495e-01
1.724789423941119537e+01,9.999124731312500902e-01
1.725790462492449251e+01,9.987668866487595665e-01
1.726791501043778965e+01,9.936714347401178760e-01
1.727792539595108678e+01,9.846462686033609080e-01
1.728793578146438392e+01,9.717270804427110553e-01
1.729794616697768106e+01,9.549649623151156286e-01
1.730795655249097820e+01,9.344262040743446240e-01
1.731796693800427533e+01,9.101920312116977829e-01
1.732797732351757247e+01,8.823582836301649968e-01
1.733798770903086961e+01,8.510350366223115026e-01
1.734799809454416675e+01,8.163461655508921222e-01
1.735800848005746388e+01,7.784288559537514418e-01
1.736801886557076102e+01,7.374330610103704275e-01
1.737802925108405816e+01,6.935209085157703068e-01
1.738803963659735530e+01,6.468660597068671692e-01
1.739805002211065244e+01,5.976530224770804089e-01
1.740806040762395313e+01,5.460764216951922156e-01
1.741807079313725026e+01,4.923402295142378371e-01
1.742808117865054740e+01,4.366569587141806430e-01
1.743809156416384454e+01,3.792468222687268575e-01
1.744810194967714168e+01,3.203368624598155745e-01
1.745811233519043881e+01,2.601600529839010467e-01
1.746812272070373595e+01,1.989543776011533371e-01
1.747813310621703309e+01,1.369618889710171317e-01
1.748814349173033023e+01,7.442775139638882487e-02
1.749815387724362736e+01,1.159927126203349167e-02
1.750816426275692450e+01,-5.127508099836518979e-02
1.751817464827022164e+01,-1.139466535387393953e-01
1.752818503378351878e+01,-1.761675964544686945e-01
1.753819541929681591e+01,-2.376918419648820779e-01
1.754820580481011305e+01,-2.982760775478483506e-01
1.755821619032341019e+01,-3.576807081780438713e-01
1.756822657583670733e+01,-4.156708038634666091e-01
1.757823696135000446e+01,-4.720170287330111014e-01
1.758824734686330160e+01,-5.264965480006077447e-01
1.759825773237659874e+01,-5.788939092193795544e-01
1.760826811788989588e+01,-6.290018943404841467e-01
1.761827850340319301e+01,-6.766223392070500608e-01
1.762828888891649015e+01,-7.215669172422948252e-01
1.763829927442978729e+01,-7.636578842326013916e-01
1.764830965994308443e+01,-8.027287812599769312e-01
1.765832004545638156e+01,-8.386250930041797558e-01
1.766833043096967870e+01,-8.712048588109472247e-01
1.767834081648297939e+01,-9.003392341097730123e-01
1.768835120199627653e+01,-9.259129999609256867e-01
1.769836158750957367e+01,-9.478250187166765706e-01
1.770837197302287080e+01,-9.659886339945829015e-01
1.771838235853616794e+01,-9.803320133811338488e-01
1.772839274404946508e+01,-9.907984325104295387e-01
1.773840312956276222e+01,-9.973464993943990109e-01
1.774841351507605935e+01,-9.999503181174498323e-01
1.775842390058935649e+01,-9.985995912481315795e-01
1.776843428610265363e+01,-9.932996605628229281e-01
1.777844467161595077e+01,-9.840714859203782972e-01
1.778845505712924790e+01,-9.709515623712992038e-01
1.779846544264254504e+01,-9.539917758292184580e-01
1.780847582815584218e+01,-9.332591978754962714e-01
1.781848621366913932e+01,-9.088358205084147157e-01
1.782849659918243646e+01,-8.808182318859797411e-01
1.783850698469573359e+01,-8.493172343446431238e-01
1.784851737020903073e+01,-8.144574062046784357e-01
1.785852775572232787e+01,-7.763766090950326992e-01
1.786853814123562501e+01,-7.352254427461478725e-01
1.787854852674892214e+01,-6.911666494068711142e-01
1.788855891226221928e+01,-6.443744702408471525e-01
1.789856929777551642e+01,-5.950339562476152366e-01
1.790857968328881356e+01,-5.433402364336992196e-01
1.791859006880211069e+01,-4.894977461276743824e-01
1.792860045431540783e+01,-4.337194184911828954e-01
1.793861083982870497e+01,-3.762258424232142184e-01
1.794862122534200566e+01,-3.172443901878267969e-01
1.795863161085530280e+01,-2.570083182156742141e-01
1.796864199636859993e+01,-1.957558446347743009e-01
1.797865238188189707e+01,-1.337292071793888537e-01
1.798866276739519421e+01,-7.117370520218216368e-02
1.799867315290849135e+01,-8.336729578634969121e-03
1.800868353842178848e+01,5.453321566011473664e-02
1.801869392393508562e+01,1.171874960966046431e-01
1.802870430944838276e+01,1.793783302120252887e-01
1.803871469496167990e+01,2.408597692982730465e-01
1.804872508047497703e+01,3.013886701215692243e-01
1.805873546598827417e+01,3.607256564912922348e-01
1.806874585150157131e+01,4.186360659310557342e-01
1.807875623701486845e+01,4.748908777082762045e-01
1.808876662252816558e+01,5.292676185520875931e-01
1.809877700804146272e+01,5.815512424777937728e-01
1.810878739355475986e+01,6.315349812381980676e-01
1.811879777906805700e+01,6.790211620387386349e-01
1.812880816458135413e+01,7.238219892823936075e-01
1.813881855009465127e+01,7.657602872528290749e-01
1.814882893560794841e+01,8.046702007986498151e-01
1.815883932112124555e+01,8.403978512477792151e-01
1.816884970663454268e+01,8.728019449578647837e-01
1.817886009214783982e+01,9.017543320962255748e-01
1.818887047766113696e+01,9.271405134393781999e-01
1.819888086317443410e+01,9.488600931879325184e-01
1.820889124868773479e+01,9.668271760060874742e-01
1.821890163420103192e+01,9.809707067155136739e-01
1.822891201971432906e+01,9.912347513002809363e-01
1.823892240522762620e+01,9.975787181114461610e-01
1.824893279074092334e+01,9.999775183965644576e-01
1.825894317625422048e+01,9.984216655192255097e-01
1.826895356176751761e+01,9.929173124762603608e-01
1.827896394728081475e+01,9.834862275642236584e-01
1.828897433279411189e+01,9.701657082913962560e-01
1.829898471830740903e+01,9.530084338757633944e-01
1.830899510382070616e+01,9.320822569122794166e-01
1.831900548933400330e+01,9.074699350333789161e-01
1.832901587484730044e+01,8.792688036238710536e-01
1.833902626036059758e+01,8.475903908846023072e-01
1.834903664587389471e+01,8.125599767671959350e-01
1.835904703138719185e+01,7.743160975241248911e-01
1.836905741690048899e+01,7.330099978336128697e-01
1.837906780241378613e+01,6.888050326659113098e-01
1.838907818792708326e+01,6.418760212565336465e-01
1.839908857344038040e+01,5.924085557412699377e-01
1.840909895895367754e+01,5.405982671871707446e-01
1.841910934446697468e+01,4.866500519220889887e-01
1.842911972998027181e+01,4.307772612226218878e-01
1.843913011549356895e+01,3.732008575647951520e-01
1.844914050100686609e+01,3.141485407744742941e-01
1.845915088652016323e+01,2.538538475332836608e-01
1.846916127203346036e+01,1.925552278012803153e-01
1.847917165754676105e+01,1.304951018087812664e-01
1.848918204306005819e+01,6.791890134707527504e-02
1.849919242857335533e+01,5.074099148782946350e-03
1.850920281408665247e+01,-5.779076980290170917e-02
1.851921319959994960e+01,-1.204270911659082316e-01
1.852922358511324674e+01,-1.825871544449445827e-01
1.853923397062654388e+01,-2.440251326226002826e-01
1.854924435613984102e+01,-3.044980543417943886e-01
1.855925474165313815e+01,-3.637667647948102934e-01
1.856926512716643529e+01,-4.215968715189285509e-01
1.857927551267973243e+01,-4.777596713580802290e-01
1.858928589819302957e+01,-5.320330549248938334e-01
1.859929628370632670e+01,-5.842023849860203955e-01
1.860930666921962384e+01,-6.340613452970303987e-01
1.861931705473292098e+01,-6.814127565299352707e-01
1.862932744024621812e+01,-7.260693560666134916e-01
1.863933782575951525e+01,-7.678545385741006868e-01
1.864934821127281239e+01,-8.066030544331732610e-01
1.865935859678610953e+01,-8.421616632579591588e-01
1.866936898229940667e+01,-8.743897399221316480e-01
1.867937936781270380e+01,-9.031598306950410215e-01
1.868938975332600094e+01,-9.283581572883020661e-01
1.869940013883929808e+01,-9.498850668196076041e-01
1.870941052435259522e+01,-9.676554259141668668e-01
1.871942090986589236e+01,-9.815989573852448302e-01
1.872943129537918949e+01,-9.916605181623069365e-01
1.873944168089248663e+01,-9.978003173676489590e-01
1.874945206640578732e+01,-9.999940736790406959e-01
1.875946245191908446e+01,-9.982331113561020430e-01
1.876947283743238160e+01,-9.925243945506189158e-01
1.877948322294567873e+01,-9.828904997651154440e-01
1.878949360845897587e+01,-9.693695265686113061e-01
1.879950399397227301e+01,-9.520149469226530936e-01
1.880951437948557015e+01,-9.308953937134980539e-01
1.881952476499886728e+01,-9.060943893267577876e-01
1.882953515051216442e+01,-8.777100153378820657e-01
1.883954553602546156e+01,-8.458545246248603267e-01
1.884955592153875870e+01,-8.106538974370205430e-01
